title,A_1,A_2,A_3,A_4,A_5,BA_1,BA_2,CB_1,CB_2,AC_1,AC_2,Y
no_act_1(0),-0.986,-0.836,-0.774,-0.759,-0.8440000000000001,8.573,7.377000000000002,11.233,10.96,10.291,8.929,0
no_act_1(1),-0.981,-0.8290000000000001,-0.774,-0.768,-0.828,8.386000000000001,7.391,11.277,10.772,10.461,8.821,0
no_act_1(2),-0.971,-0.8270000000000001,-0.777,-0.787,-0.841,8.204,7.505,11.738,10.342,10.357,8.933,0
no_act_1(3),-0.965,-0.8370000000000001,-0.775,-0.768,-0.809,8.353,7.492000000000001,12.168,10.068,10.217,9.171,0
no_act_1(4),-0.974,-0.8290000000000001,-0.758,-0.7709999999999999,-0.8320000000000001,8.107999999999999,7.677,12.313,9.853,10.541,8.822000000000003,0
no_act_1(5),-0.975,-0.826,-0.765,-0.753,-0.802,8.095,7.702000000000001,11.843,10.299,10.475,8.635,0
no_act_1(6),-0.967,-0.8240000000000001,-0.778,-0.78,-0.812,8.339,7.497999999999998,11.445,10.52,10.322,8.616,0
no_act_1(7),-0.97,-0.8270000000000001,-0.79,-0.769,-0.8440000000000001,8.101,7.657,11.858,10.18,10.367,8.702,0
no_act_1(8),-0.978,-0.833,-0.787,-0.757,-0.7879999999999999,8.329,7.666,11.632,10.56,10.374,8.881,0
no_act_1(9),-0.978,-0.8340000000000001,-0.773,-0.757,-0.81,8.708,7.292000000000002,11.321,10.726,10.075,9.086,0
no_act_1(10),-0.977,-0.8320000000000001,-0.758,-0.7859999999999999,-0.8440000000000001,8.697000000000001,7.09,12.108,9.896,9.626,9.494,0
no_act_1(11),-0.983,-0.835,-0.7879999999999999,-0.75,-0.802,8.339,7.627000000000002,11.94,10.15,10.325,8.94,0
no_act_1(12),-0.978,-0.831,-0.774,-0.7759999999999999,-0.833,8.505,7.587999999999999,12.021,10.158,10.128,9.137,0
no_act_1(13),-0.973,-0.833,-0.78,-0.782,-0.8109999999999999,8.513,7.47,11.247,10.804,10.148,9.087,0
no_act_1(14),-0.976,-0.8340000000000001,-0.784,-0.768,-0.825,8.415,7.383999999999999,11.026,10.9,10.12,9.137,0
no_act_1(15),-0.979,-0.835,-0.77,-0.762,-0.818,8.216000000000001,7.523,11.287,10.771,10.128,9.13,0
no_act_1(16),-0.975,-0.826,-0.7609999999999999,-0.7709999999999999,-0.8290000000000001,8.352,7.443,11.451,10.577,10.41,8.735,0
no_act_1(17),-0.974,-0.828,-0.764,-0.787,-0.831,8.363,7.49,11.29,10.814,10.293,8.89,0
no_act_1(18),-0.976,-0.833,-0.767,-0.775,-0.815,8.538,7.318,11.723,10.493,9.792,9.406,0
no_act_1(19),-0.974,-0.831,-0.795,-0.748,-0.8140000000000001,8.568,7.42,11.26,10.734000000000002,10.118,9.089,0
no_act_1(20),-0.977,-0.831,-0.789,-0.755,-0.8390000000000001,8.15,7.7029999999999985,11.829,10.118,10.34,8.78,0
no_act_1(21),-0.98,-0.8320000000000001,-0.774,-0.755,-0.862,8.077,7.648,12.119000000000002,10.02,10.298,8.789,0
no_act_1(22),-0.985,-0.8340000000000001,-0.7809999999999999,-0.747,-0.812,8.603,7.315,11.451,10.706,10.574000000000002,8.823,0
no_act_1(23),-0.976,-0.8290000000000001,-0.78,-0.757,-0.821,8.166,7.586,12.314,9.714,10.581,8.802999999999997,0
no_act_1(24),-0.967,-0.828,-0.774,-0.7709999999999999,-0.8029999999999999,8.109,7.742000000000001,12.539,9.573,10.793,8.54,0
no_act_1(25),-0.969,-0.825,-0.8029999999999999,-0.773,-0.802,8.216000000000001,7.717,12.578,9.683,10.628,8.74,0
no_act_1(26),-0.975,-0.828,-0.809,-0.76,-0.799,8.472999999999999,7.42,12.952,9.429,10.694,8.843,0
no_act_1(27),-0.981,-0.833,-0.772,-0.757,-0.826,8.277000000000001,7.621,12.737,9.558,10.774,8.619,0
no_act_1(28),-0.978,-0.83,-0.774,-0.779,-0.779,8.265,7.692,12.483,9.738,10.438,8.588,0
no_act_1(29),-0.977,-0.831,-0.7929999999999999,-0.784,-0.8140000000000001,8.527000000000001,7.42,11.769,10.394,9.982,9.009,0
no_act_1(30),-0.974,-0.835,-0.784,-0.785,-0.855,8.263,7.476,11.645,10.43,10.176,8.985,0
no_act_1(31),-0.969,-0.836,-0.774,-0.765,-0.846,8.229,7.528,12.453,9.695,10.51,8.714,0
no_act_1(32),-0.97,-0.8290000000000001,-0.779,-0.774,-0.797,8.113,7.664,12.375,9.917,10.487,8.704,0
no_act_1(33),-0.98,-0.8320000000000001,-0.774,-0.79,-0.81,8.532,7.518,11.669,10.366,9.894,9.384,0
no_act_1(34),-0.976,-0.8370000000000001,-0.774,-0.769,-0.863,8.155,7.687,11.795,10.135,10.411,8.972000000000003,0
no_act_1(35),-0.952,-0.84,-0.769,-0.777,-0.847,8.155,7.617000000000001,12.158,9.929,10.599,8.959,0
no_act_1(36),-0.972,-0.828,-0.772,-0.7909999999999999,-0.865,8.578,7.461,11.984000000000002,10.319,9.962,9.537,0
no_act_1(37),-0.979,-0.831,-0.777,-0.782,-0.8490000000000001,8.422,7.4620000000000015,11.178,10.902,10.379,9.018,0
no_act_1(38),-0.981,-0.8320000000000001,-0.79,-0.7709999999999999,-0.826,8.48,7.317,11.284,10.642,10.525,8.69,0
no_act_1(39),-0.98,-0.8290000000000001,-0.784,-0.779,-0.825,8.457,7.477,11.314,10.678,10.144,9.094,0
no_act_1(40),-0.98,-0.8270000000000001,-0.7829999999999999,-0.7490000000000001,-0.826,8.652999999999999,7.407,11.866,10.23,9.675,9.461,0
no_act_1(41),-0.975,-0.838,-0.787,-0.755,-0.8320000000000001,8.677,7.443,11.531,10.601,9.845,9.199,0
no_act_1(42),-0.975,-0.838,-0.7759999999999999,-0.7659999999999999,-0.856,8.453,7.657999999999999,11.354,10.871,10.268,8.985,0
no_act_1(43),-0.978,-0.835,-0.7759999999999999,-0.767,-0.7829999999999999,8.083,7.809,12.023,10.287,10.267,8.844,0
no_act_1(44),-0.983,-0.831,-0.79,-0.768,-0.8390000000000001,8.757,7.401,11.815,10.334,9.813,9.478,0
no_act_1(45),-0.975,-0.83,-0.763,-0.7709999999999999,-0.8440000000000001,8.596,7.347,11.449000000000002,10.572,10.063,9.305,0
no_act_1(46),-0.971,-0.8290000000000001,-0.77,-0.762,-0.809,8.312999999999999,7.441,11.342,10.627,10.501,8.797,0
no_act_1(47),-0.978,-0.83,-0.785,-0.753,-0.828,8.21,7.456,11.237,10.705,10.364,8.979,0
no_act_1(48),-0.98,-0.8320000000000001,-0.789,-0.769,-0.8270000000000001,8.24,7.383999999999999,11.755999999999998,10.188,9.937,9.268,0
no_act_1(49),-0.98,-0.8420000000000001,-0.777,-0.7509999999999999,-0.8320000000000001,8.248,7.555,12.037,10.04,10.174,9.08,0
no_act_1(50),-0.981,-0.8440000000000001,-0.7709999999999999,-0.746,-0.821,8.581,7.438,11.554,10.642,10.291,9.106,0
no_act_1(51),-0.979,-0.8320000000000001,-0.785,-0.742,-0.846,8.815,7.24,12.062,10.2,9.631,9.503,0
no_act_1(52),-0.979,-0.8320000000000001,-0.7879999999999999,-0.768,-0.818,8.437000000000001,7.585,11.605,10.52,9.924,9.122,0
no_act_1(53),-0.981,-0.8390000000000001,-0.785,-0.778,-0.821,8.312000000000001,7.5939999999999985,11.514,10.473,10.378,8.707,0
no_act_1(54),-0.977,-0.83,-0.787,-0.748,-0.831,8.218,7.6560000000000015,11.815,10.35,10.563,8.703,0
no_act_1(55),-0.985,-0.821,-0.779,-0.795,-0.792,8.568,7.39,12.015999999999998,10.112,9.801,9.388,0
no_act_1(56),-0.977,-0.823,-0.784,-0.773,-0.8590000000000001,8.326,7.438,12.386,9.745,10.339,8.941,0
no_act_1(57),-0.973,-0.8270000000000001,-0.779,-0.7859999999999999,-0.816,8.152999999999999,7.516,12.714,9.603,10.804,8.623,0
no_act_1(58),-0.976,-0.8290000000000001,-0.774,-0.7709999999999999,-0.79,8.568999999999999,7.227,11.983,10.194,9.77,9.541,0
no_act_1(59),-0.973,-0.831,-0.777,-0.778,-0.8390000000000001,8.439,7.414,11.854,10.19,9.882,9.366,0
no_act_1(60),-0.971,-0.8290000000000001,-0.773,-0.772,-0.87,8.231,7.56,11.795,10.234,10.057,9.18,0
no_act_1(61),-0.976,-0.8320000000000001,-0.759,-0.7759999999999999,-0.85,8.687999999999999,7.148,12.659,9.581,10.077,9.049,0
no_act_1(62),-0.981,-0.833,-0.7759999999999999,-0.7829999999999999,-0.8440000000000001,8.48,7.213999999999999,12.589,9.688,10.048,8.988,0
no_act_1(63),-0.98,-0.83,-0.763,-0.762,-0.857,8.199,7.454,11.861,10.317,10.416,8.781,0
no_act_1(64),-0.977,-0.831,-0.767,-0.77,-0.823,8.226,7.617000000000001,11.786,10.422,10.601,8.663,0
no_act_1(65),-0.97,-0.835,-0.787,-0.752,-0.85,8.286,7.693,11.8,10.569,10.271,9.076,0
no_act_1(66),-0.983,-0.8320000000000001,-0.782,-0.75,-0.8490000000000001,8.505,7.496,11.476,10.603,10.04,9.33,0
no_act_1(67),-0.977,-0.826,-0.784,-0.778,-0.853,8.798,7.084,11.546,10.351,10.141,9.179,0
no_act_1(68),-0.965,-0.8320000000000001,-0.785,-0.772,-0.85,8.543,7.232,11.377,10.708,10.139,9.135,0
no_act_1(69),-0.973,-0.838,-0.767,-0.784,-0.8640000000000001,8.417,7.521,11.985,10.321,10.186,9.233,0
no_act_1(70),-0.976,-0.8320000000000001,-0.804,-0.775,-0.8170000000000001,8.373,7.588999999999999,12.212,9.982,10.247,9.028,0
no_act_1(71),-0.976,-0.831,-0.807,-0.769,-0.838,7.91,7.806,12.374,9.641,10.772,8.424,0
no_act_1(72),-0.974,-0.833,-0.773,-0.772,-0.846,8.212,7.52,11.786,10.156,10.722,8.509,0
no_act_1(73),-0.979,-0.8290000000000001,-0.774,-0.77,-0.852,8.208,7.648,11.438,10.577,10.2,8.959,0
no_act_1(74),-0.98,-0.8290000000000001,-0.78,-0.775,-0.863,8.074,7.797999999999999,12.479,9.75,10.729,8.439,0
no_act_1(75),-0.976,-0.826,-0.792,-0.763,-0.8340000000000001,8.04,7.652,11.94,10.251,10.549,8.687000000000001,0
no_act_1(76),-0.973,-0.83,-0.7709999999999999,-0.784,-0.8059999999999999,8.312999999999999,7.472,11.947,10.149,9.98,9.288,0
no_act_1(77),-0.983,-0.83,-0.774,-0.77,-0.809,8.177999999999999,7.763,11.988,10.068,10.286,8.88,0
no_act_1(78),-0.978,-0.8320000000000001,-0.7709999999999999,-0.772,-0.8290000000000001,8.349,7.667999999999998,11.989,10.31,10.228,9.196,0
no_act_1(79),-0.972,-0.826,-0.777,-0.763,-0.8029999999999999,8.297,7.462999999999999,11.276,10.755,10.417,8.964,0
no_act_1(80),-0.974,-0.8270000000000001,-0.779,-0.765,-0.8140000000000001,8.548,7.232,10.987,10.837,10.364,8.927999999999997,0
no_act_1(81),-0.975,-0.8270000000000001,-0.7809999999999999,-0.773,-0.815,8.272,7.625,11.761,10.172,10.625,8.587,0
no_act_1(82),-0.979,-0.828,-0.8,-0.76,-0.816,8.45,7.438,11.82,10.258,10.916,8.362,0
no_act_1(83),-0.975,-0.8290000000000001,-0.767,-0.754,-0.8140000000000001,8.562000000000001,7.302,11.287,10.928,10.48,8.752,0
no_act_1(84),-0.976,-0.8270000000000001,-0.763,-0.772,-0.8370000000000001,8.564,7.431,11.487,10.724,10.12,9.053,0
no_act_1(85),-0.975,-0.83,-0.7809999999999999,-0.778,-0.794,8.472999999999999,7.457000000000002,11.716,10.467,9.869,9.209,0
no_act_1(86),-0.971,-0.831,-0.7879999999999999,-0.775,-0.789,8.225,7.439,12.130999999999998,9.956,10.068,8.953,0
no_act_1(87),-0.968,-0.8290000000000001,-0.769,-0.7659999999999999,-0.7909999999999999,8.547,7.149,12.435,9.621,9.837,9.09,0
no_act_1(88),-0.985,-0.8340000000000001,-0.777,-0.759,-0.8690000000000001,8.362,7.516,11.488,10.685,10.383,8.85,0
no_act_1(89),-0.977,-0.831,-0.774,-0.759,-0.872,8.275,7.6720000000000015,11.91,10.234,10.274,8.957,0
no_act_1(90),-0.963,-0.831,-0.775,-0.758,-0.816,8.216000000000001,7.791,12.172,9.918,10.624,8.798,0
no_act_1(91),-0.971,-0.826,-0.777,-0.7609999999999999,-0.867,8.37,7.54,12.224,9.864,10.397,9.077,0
no_act_1(92),-0.976,-0.828,-0.799,-0.752,-0.816,8.485,7.391,11.384,10.733,10.096,9.255,0
no_act_1(93),-0.98,-0.8240000000000001,-0.7759999999999999,-0.773,-0.816,8.366,7.461,11.39,10.647,10.416,8.755,0
no_act_1(94),-0.979,-0.8240000000000001,-0.782,-0.775,-0.84,8.166,7.8210000000000015,12.074000000000002,10.155,10.575,8.898,0
no_act_1(95),-0.978,-0.8290000000000001,-0.789,-0.762,-0.8340000000000001,8.459,7.508999999999999,12.872,9.404,10.674,8.591000000000001,0
no_act_1(96),-0.977,-0.828,-0.8,-0.7709999999999999,-0.809,8.486,7.534,12.538,9.671,10.245,8.816,0
no_act_1(97),-0.964,-0.83,-0.8079999999999999,-0.772,-0.802,8.205,7.7360000000000015,11.828,10.258,10.509,8.686,0
no_act_1(98),-0.963,-0.831,-0.772,-0.768,-0.8140000000000001,8.199,7.6320000000000014,11.659,10.372,10.423,8.728,0
no_act_1(99),-0.983,-0.826,-0.782,-0.772,-0.84,8.048,7.769,12.441,9.853,10.901,8.719,0
no_act_1(100),-0.979,-0.8320000000000001,-0.7809999999999999,-0.752,-0.821,8.193,7.718,12.143,10.091,10.29,9.021,0
no_act_1(101),-0.975,-0.8370000000000001,-0.777,-0.747,-0.856,8.193,7.632999999999999,11.463,10.612,10.106,9.145,0
no_act_1(102),-0.975,-0.833,-0.767,-0.762,-0.8590000000000001,8.445,7.387,11.725,10.343,10.003,9.212,0
no_act_1(103),-0.978,-0.8290000000000001,-0.779,-0.765,-0.805,8.32,7.67,11.791,10.319,10.269,8.932,0
no_act_1(104),-0.982,-0.831,-0.7979999999999999,-0.777,-0.8059999999999999,8.304,7.63,11.643,10.445,10.172,8.972999999999997,0
no_act_1(105),-0.979,-0.8290000000000001,-0.777,-0.769,-0.8009999999999999,8.496,7.296,11.731,10.296,9.842,9.083,0
no_act_1(106),-0.976,-0.825,-0.763,-0.774,-0.8440000000000001,8.552,7.3439999999999985,12.478,9.61,10.213,8.932,0
no_act_1(107),-0.97,-0.826,-0.763,-0.778,-0.825,8.442,7.614,12.144,10.05,10.203,9.046,0
no_act_1(108),-0.967,-0.828,-0.768,-0.7879999999999999,-0.8240000000000001,8.548,7.5470000000000015,11.312,10.786,10.214,8.939,0
no_act_1(109),-0.971,-0.823,-0.812,-0.7559999999999999,-0.841,8.412,7.624,11.885,10.241,10.169,8.96,0
no_act_1(110),-0.986,-0.828,-0.7759999999999999,-0.773,-0.873,8.963,6.959,12.241,9.876,10.315,8.961,0
no_act_1(111),-0.979,-0.828,-0.8009999999999999,-0.7709999999999999,-0.848,8.615,7.2879999999999985,12.215,9.901,9.839,9.474,0
no_act_1(112),-0.852,-0.912,-0.794,-0.7609999999999999,-0.815,8.682,7.311,11.781,10.153,9.745,9.557,0
no_act_1(113),-0.972,-0.833,-0.774,-0.767,-0.809,8.916,7.046,12.552,9.542,9.956,9.312,0
no_act_1(114),-0.975,-0.833,-0.784,-0.754,-0.853,8.437000000000001,7.414,11.911,10.255,9.904,9.362,0
no_act_1(115),-0.98,-0.823,-0.7879999999999999,-0.76,-0.85,8.4,7.477,11.187,10.925999999999998,10.167,9.071,0
no_act_1(116),-0.977,-0.8270000000000001,-0.774,-0.764,-0.836,8.512,7.433,11.956,10.147,9.902,9.353,0
no_act_1(117),-0.976,-0.828,-0.7809999999999999,-0.758,-0.825,8.612,7.452000000000001,11.684,10.536,9.901,9.404,0
no_act_1(118),-0.973,-0.828,-0.777,-0.767,-0.818,8.274,7.7029999999999985,12.052,10.226,10.277,8.91,0
no_act_1(119),-0.974,-0.835,-0.777,-0.7609999999999999,-0.846,8.22,7.619,12.848,9.439,11.18,8.13,0
no_act_1(120),-0.974,-0.83,-0.773,-0.759,-0.8370000000000001,8.392000000000001,7.397,12.818,9.417,11.226,8.045,0
no_act_1(121),-0.985,-0.8240000000000001,-0.787,-0.762,-0.855,8.441,7.546,11.195,11.015,10.321,9.193,0
no_act_1(122),-0.981,-0.8240000000000001,-0.774,-0.789,-0.853,8.128,7.826,12.025,10.091,10.358,8.993,0
no_act_1(123),-0.968,-0.8240000000000001,-0.7709999999999999,-0.779,-0.816,8.116,7.7639999999999985,12.074000000000002,9.911,10.303,8.834,0
no_act_1(124),-0.974,-0.8290000000000001,-0.767,-0.777,-0.8740000000000001,8.619,7.1370000000000005,12.265,9.76,9.951,9.203,0
no_act_1(125),-0.972,-0.825,-0.76,-0.773,-0.823,8.257,7.482,11.477,10.68,9.935,9.166,0
no_act_1(126),-0.974,-0.826,-0.7609999999999999,-0.773,-0.805,8.267999999999999,7.527,11.322,10.864,10.087,9.105,0
no_act_1(127),-0.977,-0.831,-0.7709999999999999,-0.794,-0.8009999999999999,8.527000000000001,7.314,12.289,10.014,9.96,9.322,0
no_act_1(128),-0.98,-0.8370000000000001,-0.792,-0.768,-0.812,8.244,7.63,11.787,10.364,10.25,9.013,0
no_act_1(129),-0.978,-0.8320000000000001,-0.775,-0.7829999999999999,-0.838,8.51,7.377000000000002,11.667,10.32,10.739,8.454,0
no_act_1(130),-0.976,-0.831,-0.773,-0.763,-0.825,8.601,7.261,11.449000000000002,10.548,10.59,8.671,0
no_act_1(131),-0.976,-0.833,-0.79,-0.748,-0.8290000000000001,8.539,7.317,11.374,10.81,10.306,9.027,0
no_act_1(132),-0.984,-0.8320000000000001,-0.7909999999999999,-0.77,-0.855,8.135,7.75,12.647,9.457,10.876,8.537,0
no_act_1(133),-0.978,-0.836,-0.8059999999999999,-0.765,-0.853,8.152000000000001,7.666,12.174,9.9,10.389,8.85,0
no_act_1(134),-0.955,-0.833,-0.7829999999999999,-0.774,-0.8240000000000001,8.151,7.626,11.937,10.29,10.341,8.976,0
no_act_1(135),-0.968,-0.8270000000000001,-0.77,-0.782,-0.856,8.318999999999999,7.586,11.912,10.214,10.296,9.106,0
no_act_1(136),-0.97,-0.828,-0.773,-0.775,-0.851,8.423,7.504,11.957,10.261,10.086,9.249,0
no_act_1(137),-0.976,-0.833,-0.7879999999999999,-0.7809999999999999,-0.826,8.458,7.37,11.822,10.464,9.758,9.311,0
no_act_1(138),-0.98,-0.833,-0.775,-0.76,-0.851,8.568,7.315,11.899,10.216,9.77,9.331,0
no_act_1(139),-0.974,-0.828,-0.768,-0.7659999999999999,-0.812,8.656,7.171,12.278,9.81,9.835,9.362,0
no_act_1(140),-0.967,-0.83,-0.77,-0.785,-0.818,8.447000000000001,7.348,11.438,10.752,9.942,9.248,0
no_act_1(141),-0.969,-0.833,-0.777,-0.7859999999999999,-0.8540000000000001,8.38,7.447,11.113,11.002,10.206,8.992,0
no_act_1(142),-0.974,-0.833,-0.782,-0.77,-0.8079999999999999,8.369,7.526,11.607,10.492,10.088,9.15,0
no_act_1(143),-0.986,-0.836,-0.784,-0.7659999999999999,-0.818,8.412,7.447999999999999,11.444,10.772,9.975,9.428,0
no_act_1(144),-0.978,-0.833,-0.777,-0.769,-0.8190000000000001,8.355,7.568,11.577,10.537,10.51,8.92,0
no_act_1(145),-0.927,-0.8370000000000001,-0.775,-0.779,-0.847,8.072000000000001,7.827000000000001,12.173,9.892,10.624,8.709,0
no_act_1(146),-0.969,-0.821,-0.8109999999999999,-0.7709999999999999,-0.868,8.026,7.826,12.105,9.934,10.498,8.762,0
no_act_1(147),-0.971,-0.825,-0.821,-0.765,-0.809,8.23,7.726,11.974,10.117,10.35,8.972000000000003,0
no_act_1(148),-0.979,-0.828,-0.816,-0.7609999999999999,-0.868,8.655,7.426,12.322,9.891,9.993,9.254,0
no_act_1(149),-0.973,-0.83,-0.8059999999999999,-0.775,-0.856,8.471,7.387,11.997,10.089,9.831,9.325,0
no_act_1(150),-0.975,-0.8320000000000001,-0.7829999999999999,-0.775,-0.84,8.332,7.447999999999999,11.448,10.661,10.339,8.98,0
no_act_1(151),-0.975,-0.8370000000000001,-0.782,-0.795,-0.8440000000000001,8.446,7.3679999999999986,11.675999999999998,10.554,10.31,9.049,0
no_act_1(152),-0.977,-0.8270000000000001,-0.773,-0.7709999999999999,-0.812,8.452,7.461,11.986,10.308,10.14,9.165,0
no_act_1(153),-0.978,-0.818,-0.77,-0.773,-0.8059999999999999,8.368,7.435,11.287,10.889,10.292,8.936,0
no_act_1(154),-0.983,-0.835,-0.764,-0.792,-0.8320000000000001,8.727,7.501,11.184,10.859000000000002,10.45,8.904,0
no_act_1(155),-0.978,-0.841,-0.767,-0.794,-0.847,8.711,7.294,11.247,10.746,10.51,8.766,0
no_act_1(156),-0.964,-0.835,-0.78,-0.772,-0.81,8.242,7.337999999999999,11.556,10.495,10.51,8.785,0
no_act_1(157),-0.973,-0.826,-0.7909999999999999,-0.754,-0.7909999999999999,8.243,7.507999999999999,12.532,9.602,10.569,8.822000000000003,0
no_act_1(158),-0.977,-0.8270000000000001,-0.787,-0.7659999999999999,-0.8109999999999999,8.277999999999999,7.565,12.305,9.856,10.423,8.966000000000003,0
no_act_1(159),-0.981,-0.826,-0.7659999999999999,-0.77,-0.8340000000000001,8.505,7.294,11.869000000000002,10.34,9.874,9.402,0
no_act_1(160),-0.981,-0.826,-0.774,-0.757,-0.805,8.493,7.416,11.908,10.373,9.831,9.386,0
no_act_1(161),-0.972,-0.8340000000000001,-0.773,-0.769,-0.777,8.535,7.376,11.822,10.312,9.688,9.502,0
no_act_1(162),-0.973,-0.828,-0.769,-0.7859999999999999,-0.82,8.597999999999999,7.415,12.242,10.016,9.788,9.214,0
no_act_1(163),-0.969,-0.8290000000000001,-0.787,-0.76,-0.821,8.345,7.487,11.673,10.495,9.945,8.941,0
no_act_1(164),-0.972,-0.828,-0.7759999999999999,-0.772,-0.828,8.391,7.342,11.861,10.317,10.05,9.145,0
no_act_1(165),-0.985,-0.83,-0.807,-0.752,-0.836,8.311,7.451,11.194,10.734000000000002,10.093,8.958,0
no_act_1(166),-0.981,-0.8290000000000001,-0.784,-0.737,-0.8420000000000001,8.285,7.439,11.518,10.461,10.379,8.709,0
no_act_1(167),-0.9,-0.86,-0.7709999999999999,-0.753,-0.8420000000000001,8.283999999999999,7.678,12.079,10.191,10.163,9.104,0
no_act_1(168),-0.969,-0.831,-0.787,-0.762,-0.8170000000000001,8.288,7.552,11.991,10.213,10.104,9.166,0
no_act_1(169),-0.973,-0.8290000000000001,-0.7909999999999999,-0.765,-0.8340000000000001,8.238999999999999,7.542999999999998,11.588,10.407,10.483,8.796,0
no_act_1(170),-0.978,-0.828,-0.782,-0.779,-0.8190000000000001,8.151,7.582999999999998,11.619000000000002,10.367,10.462,8.704,0
no_act_1(171),-0.974,-0.8340000000000001,-0.7859999999999999,-0.762,-0.8490000000000001,8.165,7.62,11.691,10.308,10.083,9.041,0
no_act_1(172),-0.977,-0.835,-0.777,-0.7490000000000001,-0.8290000000000001,8.219,7.606,12.14,9.752,10.15,8.857000000000003,0
no_act_1(173),-0.981,-0.8270000000000001,-0.8240000000000001,-0.742,-0.812,8.139,7.65,11.843,10.086,10.31,8.833,0
no_act_1(174),-0.976,-0.8290000000000001,-0.825,-0.7659999999999999,-0.81,8.27,7.5939999999999985,11.748,10.371,10.591,8.762,0
no_act_1(175),-0.969,-0.831,-0.78,-0.772,-0.8220000000000001,8.265,7.63,11.803,10.481,10.804,8.601,0
no_act_2(0),-0.982,-0.826,-0.763,-0.875,-0.871,8.316,6.904,11.152,10.36,10.316,8.927,0
no_act_2(1),-0.8270000000000001,-0.926,-0.76,-0.816,-0.831,8.258,7.09,11.197,10.43,9.966,9.266,0
no_act_2(2),-0.826,-0.929,-0.763,-0.7909999999999999,-0.821,8.06,6.972,11.13,10.351,10.03,9.138,0
no_act_2(3),-0.97,-0.8290000000000001,-0.764,-0.804,-0.7859999999999999,8.264,6.718,11.725,9.921,11.025,8.356,0
no_act_2(4),-0.976,-0.83,-0.8009999999999999,-0.758,-0.8220000000000001,8.101,7.307,11.376,10.856,10.68,9.312,0
no_act_2(5),-0.966,-0.825,-0.78,-0.772,-0.835,8.493,7.115,12.742,9.839,10.538,9.59,0
no_act_2(6),-0.969,-0.825,-0.7829999999999999,-0.77,-0.858,8.224,7.421,12.088,10.297,10.634,9.379,0
no_act_2(7),-0.965,-0.82,-0.778,-0.765,-0.856,7.991,7.355,11.808,10.14,10.976,8.719,0
no_act_2(8),-0.82,-0.963,-0.768,-0.802,-0.847,7.77,7.38,12.213,9.805,10.929,8.633,0
no_act_2(9),-0.823,-0.965,-0.7559999999999999,-0.813,-0.861,8.31,6.886,11.836,10.144,10.095,9.512,0
no_act_2(10),-0.8270000000000001,-0.758,-0.795,-0.873,-0.813,8.099,7.1370000000000005,11.53,10.389,10.239,9.291,0
no_act_2(11),-0.973,-0.826,-0.785,-0.763,-0.853,8.282,7.077000000000001,11.089,10.915,10.632,9.073,0
no_act_2(12),-0.8270000000000001,-0.902,-0.754,-0.8029999999999999,-0.855,8.048,7.3610000000000015,11.629,10.606,10.735,9.057,0
no_act_2(13),-0.823,-0.804,-0.7909999999999999,-0.836,-0.841,8.185,7.305,12.098,10.398,10.333,9.494,0
no_act_2(14),-0.957,-0.828,-0.777,-0.785,-0.851,8.435,6.9670000000000005,12.018,10.197,9.854,9.71,0
no_act_2(15),-0.975,-0.8340000000000001,-0.772,-0.774,-0.838,8.566,6.7860000000000005,11.925,10.019,10.131,9.366,0
no_act_2(16),-0.966,-0.8290000000000001,-0.765,-0.767,-0.8290000000000001,8.177,7.05,11.453,10.393,10.161,9.296,0
no_act_2(17),-0.975,-0.826,-0.755,-0.774,-0.847,8.025,6.9689999999999985,11.274,10.268,10.795,8.656,0
no_act_2(18),-0.976,-0.831,-0.7959999999999999,-0.763,-0.8009999999999999,8.312999999999999,6.956,11.236,10.637,10.482,9.137,0
no_act_2(19),-0.847,-0.921,-0.8079999999999999,-0.754,-0.863,8.392000000000001,6.979,12.274,9.987,10.003,9.562,0
no_act_2(20),-0.8320000000000001,-0.933,-0.792,-0.754,-0.836,8.277000000000001,7.121,12.034,10.186,9.933,9.618,0
no_act_2(21),-0.825,-0.7979999999999999,-0.857,-0.8079999999999999,-0.802,8.187000000000001,7.2429999999999986,11.62,10.608,10.318,9.32,0
no_act_2(22),-0.962,-0.83,-0.773,-0.77,-0.8290000000000001,8.387,7.1389999999999985,12.264,9.924,10.236,9.651,0
no_act_2(23),-0.823,-0.8909999999999999,-0.769,-0.7959999999999999,-0.8420000000000001,8.164,7.225,12.028,10.049,10.380999999999998,9.397,0
no_act_2(24),-0.831,-0.903,-0.782,-0.767,-0.855,7.818,7.515,11.974,10.152,10.688,9.095,0
no_act_2(25),-0.973,-0.831,-0.802,-0.863,-0.7609999999999999,8.214,7.393,11.738,10.611,10.248,9.613,0
no_act_2(26),-0.977,-0.831,-0.784,-0.759,-0.862,8.506,7.057,11.743,10.318,10.231,9.536,0
no_act_2(27),-0.964,-0.831,-0.767,-0.777,-0.846,8.343,7.029,11.413,10.528,10.276,9.415,0
no_act_2(28),-0.96,-0.825,-0.7709999999999999,-0.774,-0.825,8.272,7.026,11.777,10.255,9.985,9.719,0
no_act_2(29),-0.96,-0.82,-0.7809999999999999,-0.774,-0.8240000000000001,8.059,7.355,12.484000000000002,9.702,10.73,9.056,0
no_act_2(30),-0.884,-0.8590000000000001,-0.7879999999999999,-0.7759999999999999,-0.825,8.186,7.2970000000000015,11.786,10.463,10.49,9.337,0
